1006,"Annette Bentley"
1007,"Julia Davis"
1008,"Lucy Davis"
1009,"Evie Garratt"
1010,"Robert Harrison"
1011,"Nick Holder"
1012,"Lee Tunbridge"
1013,"Barry Aird"
1014,"Joy Aldridge"
1015,"Jeff Alexander"
1016,"Adrian Chiles"
1017,"Amerjit Deu"
1018,"Justin Edgar"
1019,"Huss Garbiya"
1020,"Alfie Hunter"
1021,"Laurence Inman"
1022,"Jenny Jay"
1023,"Ceris Jones"
1024,"Kay Purcell"
1025,"Nicola Reynolds"
1026,"Kate Robbins"
1027,"Angela Simpson"
1028,"Nicholas Tennant"
1029,"Betty Trew"
1030,"Drew Barrymore"
1031,"John August"
1032,"Stephanie Bedell Quartararo"
1033,"Allison Burnett"
1034,"Shirley Henderson"
1035,"Joan Allen"
1036,"Sam Neill"
1037,"Simon Abkarian"
1038,"Gary Lewis"
1039,"Maria Grazia Cucinotta"
1040,"Pierfrancesco Favino"
1041,"Brooke Shields"
1042,"Chevy Chase"
1043,"Diego Serrano"
1044,"Franco Javarone"
1045,"James Falzone"
1046,"Lauren Martin"
1047,"Jillian Stacom"
1048,"John Tormey"
1049,"Jennifer Macaluso"
1050,"Ray Iannicelli"
1051,"Alex O'Loughlin"
1052,"Jim Norton"
1053,"Diana Glenn"
1054,"Kerry Armstrong"
1055,"Claudia Harrison"
1056,"Alan Cinis"
1057,"Bob Yearley"
1058,"Brady Kitchingham"
1059,"Gary Henderson"
1060,"Ian Johnson"
1061,"Natalie McCurry"
1062,"Juan Diego Botto"
1063,"Susú Pecoraro"
1064,"José Sacristán"
1065,"Agustín Garvíe"
1066,"Vando Villamil"
1067,"Marcela Kloosterboer"
1068,"Maximiliano Ghione"
1069,"Marina Glezer"
1070,"Gustavo Garzón"
1071,"Carla Crespo"
1072,"Marcos Mundstock"
1073,"Raúl Rizzo"
